time(sec),sum-all,sum-rcv,sum-trans,rcv-bytes,rcv-packets,rcv-errs,rcv-drop,rcv-fifo,rcv-frame,rcv-compressed,rcv-multicast,trans-bytes,trans-packets,trans-errs,trans-drop,trans-fifo,trans-colls,trans-carrier,trans-compressed
85.623,20445988963,10253793439,10192195524,10252580254,1213185,0,0,0,0,0,0,10191010002,1185522,0,0,0,0,0,0
86.631,21064644027,10563145231,10501498796,10561895614,1249617,0,0,0,0,0,0,10500277534,1221262,0,0,0,0,0,0
87.638,21477233126,10769456431,10707776695,10768182441,1273990,0,0,0,0,0,0,10706531516,1245179,0,0,0,0,0,0
88.646,21889746657,10975736092,10914010565,10974437553,1298539,0,0,0,0,0,0,10912741500,1269065,0,0,0,0,0,0
89.655,22424944716,11238502463,11186442253,11237172763,1329700,0,0,0,0,0,0,11185141547,1300706,0,0,0,0,0,0
90.663,22921023339,11491416560,11429606779,11490056926,1359634,0,0,0,0,0,0,11428277972,1328807,0,0,0,0,0,0
91.671,23333529148,11697678814,11635850334,11696294887,1383927,0,0,0,0,0,0,11634497504,1352830,0,0,0,0,0,0
92.680,23783273216,11919963201,11863310015,11918552854,1410347,0,0,0,0,0,0,11861930733,1379282,0,0,0,0,0,0
93.687,24364823752,12213368257,12151455495,12211923098,1445159,0,0,0,0,0,0,12150042663,1412832,0,0,0,0,0,0
94.694,24777344352,12419658018,12357686334,12418188154,1469864,0,0,0,0,0,0,12356249685,1436649,0,0,0,0,0,0
95.702,25189856831,12625936580,12563920251,12624442179,1494401,0,0,0,0,0,0,12562459719,1460532,0,0,0,0,0,0
96.710,25770804970,12904441474,12866363496,12902914006,1527468,0,0,0,0,0,0,12864867829,1495667,0,0,0,0,0,0
97.718,26221159981,13141646272,13079513709,13140090342,1555930,0,0,0,0,0,0,13077993334,1520375,0,0,0,0,0,0
98.725,26633663300,13347915265,13285748035,13346334952,1580313,0,0,0,0,0,0,13284203773,1544262,0,0,0,0,0,0
99.733,27050676341,13557366618,13493309723,13555761315,1605303,0,0,0,0,0,0,13491741516,1568207,0,0,0,0,0,0
100.741,27664917658,13863605433,13801312225,13861963886,1641547,0,0,0,0,0,0,13799708548,1603677,0,0,0,0,0,0
101.749,28077419686,14069873118,14007546568,14068207199,1665919,0,0,0,0,0,0,14005918999,1627569,0,0,0,0,0,0
102.757,28489914372,14276145059,14213769313,14274454714,1690345,0,0,0,0,0,0,14212118031,1651282,0,0,0,0,0,0
103.766,29011651898,14536847102,14474804796,14535125749,1721353,0,0,0,0,0,0,14473123317,1681479,0,0,0,0,0,0
104.773,29521192991,14791840665,14729352326,14790089016,1751649,0,0,0,0,0,0,14727641356,1710970,0,0,0,0,0,0
105.780,29933703441,14998115334,14935588107,14996339215,1776119,0,0,0,0,0,0,14933853222,1734885,0,0,0,0,0,0
106.788,30346190328,15204379567,15141810761,15202579126,1800441,0,0,0,0,0,0,15140052155,1758606,0,0,0,0,0,0
107.795,30964182817,15513069914,15451112903,15511233061,1836853,0,0,0,0,0,0,15449318559,1794344,0,0,0,0,0,0
108.802,31377449921,15720058424,15657391497,15718196900,1861524,0,0,0,0,0,0,15655573243,1818254,0,0,0,0,0,0
109.810,31789946805,15926318957,15863627848,15924433163,1885794,0,0,0,0,0,0,15861785667,1842181,0,0,0,0,0,0
