time(sec),GPU0_L0,GPU0_L1,GPU0_L2,GPU0_L3,GPU1_L0,GPU1_L1,GPU1_L2,GPU1_L3,GPU2_L0,GPU2_L1,GPU2_L2,GPU2_L3,GPU2_L4,GPU3_L0,GPU3_L1,GPU3_L2,GPU3_L3,GPU3_L4
98.953863,834853584,2074608036,1199251008,834857232,925632668,1719195352,1063362376,1063361876,1040110112,1758428160,1273904700,1041289852,1276251136,1290853888,1707661980,693853184,1290850304,693847552
98.957662,834854096,2074612132,1200299584,834857744,926681244,1720244952,1063887176,1063886676,1041585696,1758690816,1276264508,1041585788,1276251648,1290856448,1708711580,693854720,1292032512,693849088
98.961442,835379408,2076973476,1200302656,835383056,929829020,1722343128,1065984840,1065984340,1041588768,1758957056,1276266812,1043063420,1276253952,1292038656,1709762204,693855232,1292035072,693849600
98.965221,835379920,2079337892,1201353280,835908368,931927196,1724965592,1068213064,1068212564,1044244000,1763676160,1278626364,1044244092,1278613504,1293647872,1711859356,694904320,1293739520,694898688
98.969029,835904720,2079341988,1201353280,835908368,931929244,1726014168,1068737352,1068736852,1045722656,1766328576,1279810620,1046902396,1280977408,1294793728,1713957532,695429632,1294790144,695424000
98.972795,835905232,2083800484,1202405952,835909904,934288540,1727065304,1069262664,1069262164,1046903328,1771291136,1280990268,1046905468,1280977408,1295973376,1715007132,695954432,1295972096,695948800
98.976601,836169168,2083801508,1202408000,836172816,936386204,1729162968,1070311496,1070310996,1049561632,1773659136,1283356220,1049564796,1283343360,1297548544,1716056732,696479744,1297545472,696474112
98.980381,836170192,2084065188,1203000896,836173840,936650396,1730214104,1070967624,1070967636,1049859616,1773925376,1283356476,1049859708,1283343872,1299252480,1717107356,697005056,1299249920,696999424
98.984165,836170960,2084066724,1203591744,836174608,937701020,1730216664,1070968904,1070968916,1049862688,1776547328,1283358780,1049862780,1283345920,1299777280,1718159004,697136640,1299774976,697131776
98.987964,836171216,2084328868,1203593792,836174864,938751132,1732315352,1072149064,1072149076,1052516896,1778907136,1284538940,1052518012,1284526080,1300433920,1719801500,698317568,1300430848,698311936
98.991753,836172496,2084593572,1204187712,836176400,940063388,1732316888,1072280904,1072280916,1053992480,1781532672,1286898492,1053992572,1286885632,1300434944,1721439900,698842624,1300955648,698836992
98.995548,836173008,2084594084,1204778560,836177424,941375132,1734414552,1073329480,1073329492,1053995808,1783892480,1286900796,1055175036,1286887936,1301615104,1723540124,699497984,1301611520,699492352
98.999342,836173776,2084857252,1204781632,836177424,941375132,1734414552,1073329992,1073330260,1055437600,1784154624,1288080444,1055437180,1288067584,1302139648,1724131996,699499264,1302136576,699493632
99.003155,836175056,2084859812,1205373504,836178704,942687388,1735466200,1073986120,1073986132,1056913952,1786518528,1289260604,1056914044,1289249792,1302271744,1725180572,700024064,1302268160,700018944
99.006893,836175824,2085122980,1205375552,836179472,942687388,1735466200,1073986376,1074117460,1056918304,1786531840,1289297468,1056917884,1289284608,1302796800,1725184668,700155648,1302793728,700150016
99.010729,836175824,2085123492,1205377600,836180752,944000668,1735469272,1074643016,1074643028,1056920608,1786679296,1289301564,1056919932,1289288704,1303976704,1727872668,701204992,1303973632,701199360
99.014446,836177104,2085387684,1205970496,836180752,944002204,1736519384,1074643528,1074643540,1056953376,1789038592,1289301820,1058132348,1289288704,1303977216,1728923292,701860352,1303974144,701854720
99.018149,836177872,2085388708,1205970496,836181520,945312924,1736519896,1074774856,1074774356,1058134816,1791403008,1290516284,1058134652,1290503168,1304501760,1729514140,702516480,1304630528,702510848
99.021874,836178640,2085652388,1206565440,836182800,946361500,1737568472,1075299400,1075298900,1059316768,1791554560,1291698236,1059316348,1291684864,1304633344,1731155612,703041536,1305155072,703035904
99.025505,836179920,2085654436,1207089728,836183568,946362524,1738617560,1075823688,1075823188,1060529184,1793914880,1292877884,1060528764,1292864512,1305157632,1732204188,703041536,1305810944,703036416
99.029187,836179920,2085654948,1207681600,836184336,946626204,1738619096,1075955528,1075955028,1060529184,1793980416,1292910652,1060528764,1292897280,1305814528,1733256860,703697920,1305811968,703692288
99.032844,836213968,2085788068,1207682624,836217616,947675292,1738620632,1076065864,1076545364,1061719328,1796491264,1292912700,1061718652,1292899584,1306470144,1734898332,704222976,1306467584,704217344
99.036515,836214480,2085789348,1207683904,836218128,947680412,1739735768,1076546376,1076545876,1061721376,1796495360,1294092604,1061720700,1294079232,1306994944,1735422620,704354048,1306992384,704348416
99.040120,836282064,2085793188,1207817280,836285200,950075548,1741903064,1077597256,1077597268,1068548640,1810187008,1300921660,1068547708,1300908288,1313353216,1748663196,710721024,1313351168,710715392
99.043737,836282832,2085794724,1207834944,836285712,950141084,1741968600,1077598280,1077598036,1069728288,1812546304,1302101308,1069727356,1302087936,1313353216,1748663196,710721024,1313351168,710715392
99.047335,836283088,2085795748,1207835968,836285712,950289564,1741970136,1077598280,1078122324,1070912032,1817277184,1304466748,1073274492,1306816768,1316503296,1756620956,715644160,1318599680,716688896
99.050962,837348048,2088434852,1210475072,837605648,966931356,1759166168,1086493000,1087050580,1086270496,1846156032,1319168572,1087057276,1319484160,1319492352,1761022620,717059584,1319490048,717053696
99.054544,837621712,2088472484,1210512704,837624592,969379740,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.058117,837621712,2088472484,1210512704,837624592,969379740,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.061734,837621712,2088472484,1210512704,837624592,969379740,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.065343,837621712,2088472484,1210512704,837624592,969379740,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.069019,837621712,2088472484,1210512704,837624592,969379740,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.072658,837621712,2088472484,1210512704,837624592,969379740,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.076319,837621712,2088472484,1210512704,837624592,969379740,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.079987,837621712,2088472484,1210512704,837624592,969379740,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.083704,837621712,2088472484,1210512704,837624592,969379740,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.087384,837621712,2088472484,1210512704,837624592,969379740,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.091092,837621712,2088472484,1210512704,837624592,969379740,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.094779,837621712,2088472484,1210512704,837624592,969379740,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.098474,837621712,2088472484,1210512704,837624592,969379740,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.102189,837621712,2088472484,1210512704,837624592,969379740,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.105893,837621712,2088472484,1210512704,837624592,969379740,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.109620,837621712,2088472484,1210512704,837624592,969379740,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.113335,837621712,2088472484,1210512704,837624592,969379740,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.117072,837621712,2088472484,1210512704,837624592,969379740,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.120802,837621712,2088472484,1210512704,837624592,969379740,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.124542,837621712,2088472484,1210512704,837624592,969379740,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.128289,837621712,2088472484,1210512704,837624592,969379740,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.132030,837621712,2088472484,1210512704,837624592,969379740,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.135805,837621712,2088472484,1210512704,837624592,969379740,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.139551,837621712,2088472484,1210512704,837624592,969379740,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.143312,837621712,2088472484,1210512704,837624592,969379740,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.147066,837621712,2088472484,1210512704,837624592,969379740,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.150866,837621712,2088472484,1210512704,837624592,969379740,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.154644,837621712,2088472484,1210512704,837624592,969379740,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.158403,837621712,2088472484,1210512704,837624592,969379740,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.162185,837621712,2088472484,1210512704,837624592,969379740,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.165959,837621712,2088472484,1210512704,837624592,969379740,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.169746,837621712,2088472484,1210512704,837624592,969379740,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.173514,837621712,2088472484,1210512704,837624592,969379740,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.177329,837621712,2088472484,1210512704,837624592,969379740,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.181117,837621712,2088472484,1210512704,837624592,969379740,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.184934,837621712,2088472484,1210512704,837624592,969379740,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.188748,837621712,2088472484,1210512704,837624592,969379740,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.192545,837621712,2088472484,1210512704,837624592,969379740,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.196348,837621712,2088472484,1210512704,837624592,969379740,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.200158,837621712,2088472484,1210512704,837624592,970776988,1761022680,1087123784,1087125076,1087125024,1847339520,1319497788,1087123836,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.203961,837621712,2088472484,1210512704,837624592,977579932,1761022684,1087123784,1087125076,1087126980,1855539712,1319497788,1087125884,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.207783,837621712,2088472484,1210512704,837624592,977581980,1761030876,1089220936,1089222228,1087126980,1855539712,1319497788,1087125884,1319484672,1319492352,1761022620,717059584,1319490048,717053696
99.211628,837621712,2088472484,1210512704,837624592,977581980,1761030876,1089220936,1089222228,1087126980,1855539712,1319501884,1087126908,1319488772,1321589504,1761026624,721159680,1321587200,721154816
99.215457,837621712,2088472484,1210512704,837624592,981778332,1770476252,1091319112,1091320404,1087131076,1863932416,1328943164,1087129980,1328934148,1321590528,1761030720,723257856,1323685376,723251968
99.219273,837621712,2088472484,1210512704,837624592,985972636,1779921628,1091320136,1091321428,1087657412,1866031616,1337860156,1087656316,1337847044,1323688704,1761034816,725356032,1323686400,725350144
99.223124,837621712,2088472484,1210512704,837624592,986806684,1797747420,1093420360,1093421652,1087657924,1866033664,1337860668,1087656828,1337847556,1323688704,1761034816,725356032,1325783552,725350144
99.226968,837621712,2088472484,1210512704,837624592,988073884,1797748444,1094600008,1094601300,1088182724,1866035712,1338385468,1088181628,1338372356,1325786880,1761038912,726405632,1325784576,726399744
99.230834,837621712,2088472484,1210512704,837624592,988074908,1798798044,1095781704,1095782996,1088707524,1866037760,1338910268,1089098876,1339421444,1326968576,1762088512,726406656,1326968320,726400768
99.234687,837621712,2088472484,1210512704,837624592,988077980,1799847644,1096963400,1096964692,1089232324,1866039808,1339435068,1089231228,1339946244,1328150272,1763137088,726407680,1328147968,726401792
99.238507,837621712,2088472484,1210512704,837624592,988080028,1800897244,1098147144,1098148436,1089756612,1866040832,1339959868,1089756028,1340471044,1329331968,1764186688,726408192,1329329664,726402304
99.242366,837621712,2088472484,1210512704,837624592,988082076,1802995420,1099328840,1099330132,1090281412,1866042880,1340484668,1090280316,1340471556,1329334016,1765236288,726408704,1329331712,726403328
99.246199,837621712,2088472484,1210512704,837624592,988083100,1804045020,1100508488,1100509780,1090806212,1866043904,1341009468,1090805116,1340996356,1330515712,1766285888,726409728,1330513408,726403840
99.250072,837621712,2088472484,1210512704,837624592,988086172,1805094620,1101690184,1101691476,1091331012,1866045952,1341533756,1091329916,1341520644,1331697408,1766286912,726410752,1331695104,726404864
99.253886,837621712,2088472484,1210512704,837624592,988087196,1805095644,1101692232,1101693524,1091331524,1866048000,1342058556,1091854716,1342045444,1331697408,1767335488,726411776,1332874752,726405888
99.257718,837625812,2088472484,1210516708,837628688,988089244,1806145244,1104053576,1104054868,1091856324,1866050048,1342583356,1091855228,1342570244,1332879104,1768385088,726412288,1332876800,726406400
99.261548,842344404,2092666788,1210520804,842351376,988091292,1807194844,1104055624,1104056916,1092380612,1866052096,1343108156,1092380028,1343095044,1334060800,1768386112,726412800,1334058496,726407424
99.265411,847067092,2096865188,1210524900,851268368,988092316,1808243420,1105237320,1105238612,1092905412,1866053120,1343108668,1092904316,1343095556,1335240448,1769435712,726413824,1335238144,726407936
99.269252,855984084,2101061540,1210528996,855986960,988094364,1809293020,1106419016,1106420308,1093430212,1866054144,1343633468,1093429116,1343620356,1335242496,1770484288,726414336,1335790848,726408448
99.273096,856509396,2103429028,1212627172,856512272,988096412,1810342620,1107600712,1107602004,1093955012,1866056192,1344157756,1093953916,1344144644,1336424192,1770485312,726414848,1336421888,726409472
99.276937,857034196,2105934756,1213676772,857561360,988098460,1811392220,1108780360,1108783700,1093955524,1866058240,1344682556,1094478716,1344669444,1337603840,1771533888,726415360,1337601536,726409984
99.280886,858083796,2112878500,1215775972,858318608,988099484,1811393244,1109962056,1109963348,1094480324,1866060288,1345207356,1094479228,1345194244,1337605888,1772583488,726416384,1338783232,726410496
99.284707,859132884,2115245988,1216826596,859136272,988101532,1812442844,1111143752,1111145044,1095004612,1866061312,1345207868,1095004028,1345719044,1338787584,1772584512,726416896,1338785280,726411520
99.288556,860182484,2119972772,1218925796,860185360,988102556,1813491420,1111145800,1112326740,1095529412,1866063360,1345732668,1095528316,1345719556,1339967232,1773634112,726417920,1339966976,726412544
99.292392,860707796,2124695460,1221023972,860710672,988104604,1814541020,1112327496,1112328788,1096054212,1866065408,1346257468,1096053116,1346244356,1341148928,1774682688,726418432,1341146624,726412544
99.296234,861232596,2127058852,1222074596,861759760,988106652,1815590620,1113509192,1113510484,1096579012,1866066432,1346781756,1096577916,1346768644,1341150976,1775732288,726419456,1341148672,726413568
99.300065,862281684,2129426340,1223124196,862285072,988108700,1816640220,1114690888,1114692180,1096579524,1866068480,1347306556,1096603004,1347293444,1342332672,1775733312,726420480,1342330368,726414592
99.303889,862806484,2131789732,1225222372,862809872,988110748,1817689820,1115870536,1115873876,1097104324,1866070528,1347831356,1097103228,1347818244,1343512320,1776781888,726420480,1343510016,726415104
99.307982,863331796,2136516516,1227321572,863859472,988111772,1817690844,1117052232,1117053524,1097628612,1866071552,1347831868,1097627516,1347818756,1343514368,1777831488,726421504,1344691712,726415616
99.311861,864380884,2138879908,1227322596,864383760,988113820,1818740444,1118233928,1118235220,1098153412,1866073600,1348356668,1098152828,1348867844,1344694016,1777832512,726422016,1344693760,726416128
99.315702,864905684,2141243300,1229420772,864909072,988114844,1819789020,1118235976,1118237268,1098678212,1866075648,1348881468,1098677116,1348868356,1345827584,1778881088,726422528,1345873408,726416640
99.319525,865430996,2145965988,1230471396,865958160,988116892,1820838620,1119417672,1119418964,1099203012,1866076672,1349405756,1099201916,1349393156,1347059456,1779931712,726424064,1347057152,726418176
99.323332,870581204,2156535716,1239723236,870584080,988118940,1821888220,1120599368,1120600660,1099203524,1866078720,1349930556,1099202428,1349917444,1348239104,1780980288,726425088,1348238848,726419200
99.327142,873203156,2163093412,1246015716,873207568,988120988,1822937820,1121781064,1121782356,1099728324,1866080768,1350455356,1099727228,1350442244,1348241152,1782029888,726425600,1349418496,726419712
99.330989,875826132,2169653156,1251261668,875829008,988122012,1822938844,1122960712,1122962004,1100252612,1866082816,1350980156,1100252028,1350967044,1349422848,1782030912,726426112,1349420544,726420224
99.334823,875826644,2172012452,1251263716,875829520,988124060,1823988444,1124142408,1124143700,1100777412,1866083840,1350980668,1100776316,1350967556,1350602496,1783079488,726426624,1350600192,726420736
99.338605,877400532,2174115748,1254410468,877404176,988125084,1825037020,1124144456,1124145748,1101302212,1866084864,1351504956,1101301116,1351492356,1350604544,1784129088,726427648,1351781888,726421760
99.342415,877926100,2176477092,1254413540,877929488,988127132,1826086620,1125326152,1125327444,1101302724,1866086912,1352029756,1101825916,1352016644,1351786240,1785178688,726428672,1351783936,726422784
99.346247,877927380,2178842532,1255465188,878455568,988129180,1827136220,1126507848,1126509140,1101827524,1866088960,1352554556,1101826428,1352541444,1352967936,1785179712,726429184,1352965632,726423808
99.350065,878452436,2181207972,1256515812,878456848,988131228,1828185820,1127687496,1127690836,1102351812,1866089984,1352555068,1102351228,1353066244,1354147584,1786229312,726430208,1354145280,726424320
99.353909,878977748,2181212068,1257566436,878981136,988132252,1828186844,1128869192,1128870484,1102876612,1866092032,1353079868,1102875516,1353591044,1355329280,1787277888,726430720,1355326976,726425344
99.357700,879503572,2183577508,1257568484,879506960,988133276,1829235420,1128871240,1128872532,1103401412,1866094080,1353604668,1103400316,1353591556,1356510976,1788327488,726431744,1356508672,726425856
99.361485,880029396,2185938852,1258620132,880032784,988135324,1830285020,1130052936,1130054228,1103926212,1866095104,1354128956,1103925116,1354115844,1356513024,1789377088,726432768,1356510720,726426880
99.365322,880031188,2185944996,1259670756,880034064,988141376,1831338624,1131236680,1131237880,1103926724,1866097152,1354653756,1104449916,1354640644,1357696768,1789386304,727780608,1357696512,731150080
99.369121,880556500,2188309412,1260721380,880559376,988146496,1831341696,1131237704,1131238904,1106548676,1870293504,1357275708,1106547580,1357262596,1362417408,1799872064,731160576,1363594752,734638848
99.372939,881081300,2190673828,1261772004,881084688,988151616,1832394368,1132419400,1132420600,1109172164,1874492928,1359374396,1109171580,1359362308,1370399488,1818763840,744797184,1373697536,744791296
99.376737,881606612,2193034148,1261774052,881609488,988155712,1832396416,1132424520,1132425720,1111795140,1878695424,1361998396,1111796092,1361985284,1378420480,1829250624,744798720,1379597824,745317632
99.380546,882131924,2195402660,1263874276,882134800,989206336,1832401536,1134128456,1134130168,1111799748,1878700544,1362526780,1111798652,1362513668,1379601152,1830302272,745324032,1379598848,745318144
99.384356,882131924,2195403684,1263875300,882135824,990257984,1835549312,1134655304,1134656504,1113503684,1881059840,1363706428,1113504636,1363695876,1380127488,1832400448,745849344,1380649984,745843456
99.388176,882658260,2197768100,1264925924,882661136,991307584,1835550336,1136359752,1136360952,1115865540,1885788672,1366330428,1115866492,1366317316,1382168064,1834499648,746375680,1382356480,746369792
99.391989,883183060,2200128420,1264927972,883185936,992359232,1838698112,1136887112,1136888312,1116165572,1888414208,1366334780,1117344124,1367501572,1383538944,1834501696,746376192,1383536640,746894592
99.395771,883184084,2200133540,1265976548,883186960,994456384,1839747712,1138984776,1138986488,1117346244,1888680960,1367514684,1117347196,1367501572,1384066304,1836600896,746902016,1384064000,746896128
99.399564,883708372,2202492836,1265979620,883711760,996171840,1841848960,1140690248,1140691448,1118824900,1891044864,1367519292,1118824828,1367506180,1385245952,1837649472,747426304,1385243648,747420416
99.403336,883708884,2202498980,1265979620,883711760,997606208,1842032512,1141738824,1141740024,1119124932,1893674496,1368703292,1119123836,1368690180,1385773312,1838702144,747428864,1385771008,747422976
99.407084,883709908,2206956452,1267030244,883712784,997870400,1844471936,1141739336,1141740536,1120305604,1893937152,1369883196,1120304508,1369870084,1386953472,1839750720,748477440,1387475456,748472064
99.410907,883973332,2206957476,1267033316,883976208,998920000,1845522048,1142264392,1142265592,1122961860,1898660352,1371063356,1122960764,1372231940,1388004352,1842898496,749527040,1388002560,749521152
99.414672,883974100,2206959012,1267624164,883976976,1000231232,1845522048,1142395464,1142920952,1123259844,1898926592,1372247356,1123258748,1372234244,1389052928,1843947072,750052352,1390231296,750046976
99.418457,883974868,2207222180,1267794148,883978000,1001281856,1846572160,1142920520,1142921720,1124440516,1901286400,1373427260,1124441468,1373414148,1390759168,1844998720,750053376,1390757888,750571776
99.422246,883975380,2207484836,1268808932,883978512,1001544512,1847622784,1143577160,1143578360,1127100868,1908639232,1375791420,1127099772,1375777796,1394036992,1849197120,751627776,1394035712,751621888
99.426039,883975892,2207747492,1268812004,883978768,1002856768,1847624320,1143708232,1143709432,1129461188,1911260672,1378152764,1129755004,1378139652,1394561792,1849198144,751759360,1394560768,752278016
99.429836,883977172,2207750052,1269402852,883980048,1003906880,1848674944,1144757576,1144758776,1129759428,1911265280,1378155068,1129757820,1378141956,1394562048,1849787968,752283904,1394560768,752278016
99.433638,883977172,2208012196,1269403876,883980048,1004169024,1849724032,1144888648,1144889848,1129759428,1915983872,1378413628,1132379260,1380501252,1395217408,1851887168,752808192,1395740416,752934400
99.437424,883978452,2208014756,1269997796,883982096,1004170048,1849724544,1144889416,1144890616,1133859268,1918614016,1380518972,1133858172,1380505860,1395742976,1852480064,753465088,1395741696,753459200
99.441169,883979476,2208277924,1270000868,883982352,1006267712,1849725568,1144889416,1144890616,1133859268,1918615040,1381731388,1133858172,1381718276,1396923136,1854579264,754120704,1396921856,754114816
99.444957,883979988,2208279460,1270001892,883982864,1007579968,1851824768,1146069576,1146071288,1135038916,1921121792,1381731388,1135038076,1381718276,1397447680,1856217664,754645248,1397446400,754639360
99.448721,883980756,2208281508,1270592740,883983632,1008890688,1852873344,1146724680,1146726904,1135071684,1923481088,1382911292,1135070844,1382897924,1398103040,1858316864,755824896,1398101760,755819008
99.452431,883982036,2208544676,1270595812,883984912,1008890688,1853922432,1147249224,1147251960,1136255172,1923490304,1384127804,1136254844,1384114436,1398627584,1858907712,755825664,1398626304,755819776
99.456130,883982804,2208546212,1271187684,883985680,1009940800,1854972544,1147774024,1147907320,1137434820,1926001152,1385307452,1137434748,1385294084,1398759168,1859959360,756481536,1398757888,756475648
99.459793,883983316,2208809380,1271715044,883986192,1011253568,1856022144,1148429896,1148432120,1137469636,1926002176,1385309756,1137469564,1385296132,1399284224,1859960384,756482048,1399282944,756476160
99.463466,883983828,2208810404,1271716068,883986704,1011253568,1856022144,1148429896,1148432632,1137469636,1928427008,1385342524,1138649212,1385328900,1399809536,1861599808,757007104,1399939328,757132800
99.467127,884017364,2208943012,1272306916,884020752,1011255104,1856025216,1148496712,1148498936,1138651588,1928578560,1386524220,1138651260,1386510852,1399941376,1862192704,757138944,1399940096,757133056
99.470825,884050900,2208944548,1272373732,884054032,1012453184,1856091008,1148496968,1148499192,1138659780,1928578560,1386524220,1138659452,1386511108,1400072448,1863243328,757794304,1400071168,757788416
99.474434,884050900,2208944548,1272373732,884054032,1012600640,1857271936,1149022024,1149024248,1139841732,1933338880,1388885564,1141020796,1388872452,1401253120,1865998912,758450688,1401251840,758444288
99.478057,884085972,2208948644,1272458212,884088080,1013864256,1858321024,1149546824,1149548792,1141021380,1933338880,1388885564,1141020796,1388872452,1401253120,1865998912,758450688,1401251840,758444288
99.481640,884086228,2208948644,1272458212,884088080,1013864256,1858321024,1149546824,1149548792,1141021380,1935702272,1390069308,1143386236,1391237892,1402894080,1870329152,760805632,1403417344,760799232
99.485234,884090324,2208958116,1272467684,884092176,1018101312,1862519424,1151646536,1151648504,1145750212,1942796544,1393612348,1145749628,1393599236,1403418624,1870345792,761349120,1404233472,762392576
99.489073,884363220,2209803684,1274063588,885022736,1028599360,1873610368,1157782600,1158081016,1156385476,1967306496,1406477884,1158875772,1406989828,1407458048,1878424128,764864000,1407456512,764856832
99.492664,885425876,2211628452,1275138020,885427984,1034005056,1878424192,1159598664,1159600120,1159599556,1970495488,1407463996,1159599228,1407450628,1407458048,1878424128,764864000,1407456512,764856832
99.496247,885425876,2211628452,1275138020,885427984,1034005056,1878424192,1159598664,1159600120,1159599556,1970495488,1407463996,1159599228,1407450628,1407458048,1878424128,764864000,1407456512,764856832
99.499859,885425876,2211628452,1275138020,885427984,1034005056,1878424192,1159598664,1159600120,1159599556,1970495488,1407463996,1159599228,1407450628,1407458048,1878424128,764864000,1407456512,764856832
99.503520,885425876,2211628452,1275138020,885427984,1034005056,1878424192,1159598664,1159600120,1159599556,1970495488,1407463996,1159599228,1407450628,1407458048,1878424128,764864000,1407456512,764856832
99.507172,885425876,2211628452,1275138020,885427984,1034005056,1878424192,1159598664,1159600120,1159599556,1970495488,1407463996,1159599228,1407450628,1407458048,1878424128,764864000,1407456512,764856832
99.510837,885425876,2211628452,1275138020,885427984,1034005056,1878424192,1159598664,1159600120,1159599556,1970495488,1407463996,1159599228,1407450628,1407458048,1878424128,764864000,1407456512,764856832
99.514486,885425876,2211628452,1275138020,885427984,1034005056,1878424192,1159598664,1159600120,1159599556,1970495488,1407463996,1159599228,1407450628,1407458048,1878424128,764864000,1407456512,764856832
99.518178,885425876,2211628452,1275138020,885427984,1034005056,1878424192,1159598664,1159600120,1159599556,1970495488,1407463996,1159599228,1407450628,1407458048,1878424128,764864000,1407456512,764856832
99.521861,885425876,2211628452,1275138020,885427984,1034005056,1878424192,1159598664,1159600120,1159599556,1970495488,1407463996,1159599228,1407450628,1407458048,1878424128,764864000,1407456512,764856832
99.525537,885425876,2211628452,1275138020,885427984,1034005056,1878424192,1159598664,1159600120,1159599556,1970495488,1407463996,1159599228,1407450628,1407458048,1878424128,764864000,1407456512,764856832
