time(sec),GPU0_L0,GPU0_L1,GPU0_L2,GPU0_L3,GPU0_L4,GPU0_L5
4.540778,0,0,0,0,0,0
4.543494,0,0,0,0,0,0
4.545852,0,0,0,0,0,0
4.549702,0,0,0,0,0,0
4.553430,0,0,0,0,0,0
4.557030,0,0,0,0,0,0
4.560607,0,0,0,0,0,0
4.564176,0,0,0,0,0,0
4.567737,0,0,0,0,0,0
4.571162,0,0,0,0,0,0
4.574546,0,0,0,0,0,0
4.577965,0,0,0,0,0,0
4.581388,0,0,0,0,0,0
4.584832,0,0,0,0,0,0
4.588227,0,0,0,0,0,0
4.591645,0,0,0,0,0,0
4.595048,0,0,0,0,0,0
4.598441,0,0,0,0,0,0
4.601859,0,0,0,0,0,0
4.605200,0,0,0,0,0,0
4.608451,0,0,0,0,0,0
4.611731,0,0,0,0,0,0
4.615003,0,0,0,0,0,0
4.618131,0,0,0,0,0,0
4.621264,0,0,0,0,0,0
4.625048,0,0,0,0,0,0
4.628635,0,0,0,0,0,0
4.632225,0,0,0,0,0,0
4.635819,0,0,0,0,0,0
4.639238,0,0,0,0,0,0
4.642629,0,0,0,0,0,0
4.646026,0,0,0,0,0,0
4.649446,0,0,0,0,0,0
4.652866,0,0,0,0,0,0
4.656291,0,0,0,0,0,0
4.660102,0,0,0,0,0,0
4.663991,0,0,0,0,0,0
4.667574,0,0,0,0,0,0
4.671183,0,0,0,0,0,0
4.674742,0,0,0,0,0,0
4.678319,0,0,0,0,0,0
4.681792,0,0,0,0,0,0
4.685198,0,0,0,0,0,0
4.688604,0,0,0,0,0,0
4.692037,0,0,0,0,0,0
4.695457,0,0,0,0,0,0
4.698892,0,0,0,0,0,0
4.702296,0,0,0,0,0,0
4.705618,0,0,0,0,0,0
4.708885,0,0,0,0,0,0
4.712161,0,0,0,0,0,0
4.715429,0,0,0,0,0,0
4.718568,0,0,0,0,0,0
4.721769,0,0,0,0,0,0
4.724900,0,0,0,0,0,0
4.728040,0,0,0,0,0,0
4.731197,0,0,0,0,0,0
4.734397,0,0,0,0,0,0
4.737512,0,0,0,0,0,0
4.740654,0,0,0,0,0,0
4.743795,0,0,0,0,0,0
4.746924,0,0,0,0,0,0
4.750055,0,0,0,0,0,0
4.753135,0,0,0,0,0,0
4.756226,0,0,0,0,0,0
4.759268,0,0,0,0,0,0
4.762322,0,0,0,0,0,0
4.765283,0,0,0,0,0,0
4.768213,0,0,0,0,0,0
4.771155,0,0,0,0,0,0
4.774066,0,0,0,0,0,0
4.776960,0,0,0,0,0,0
4.779818,0,0,0,0,0,0
4.782651,0,0,0,0,0,0
4.785493,0,0,0,0,0,0
4.788323,0,0,0,0,0,0
4.792923,0,0,0,0,0,0
4.796530,0,0,0,0,0,0
4.800120,0,0,0,0,0,0
4.803722,0,0,0,0,0,0
4.807138,0,0,0,0,0,0
4.810544,0,0,0,0,0,0
4.813971,0,0,0,0,0,0
4.817405,0,0,0,0,0,0
4.820833,0,0,0,0,0,0
4.824251,0,0,0,0,0,0
4.827655,0,0,0,0,0,0
4.830946,0,0,0,0,0,0
4.834191,0,0,0,0,0,0
4.837485,0,0,0,0,0,0
4.840720,0,0,0,0,0,0
4.843883,0,0,0,0,0,0
4.847021,0,0,0,0,0,0
4.850157,0,0,0,0,0,0
4.853999,0,0,0,0,0,0
4.857627,0,0,0,0,0,0
4.861257,0,0,0,0,0,0
4.863971,0,0,0,0,0,0
4.867216,0,0,0,0,0,0
4.870779,0,0,0,0,0,0
4.874361,0,0,0,0,0,0
4.877952,0,0,0,0,0,0
4.881419,0,0,0,0,0,0
4.884844,0,0,0,0,0,0
4.888248,0,0,0,0,0,0
4.891673,0,0,0,0,0,0
4.894934,0,0,0,0,0,0
4.898196,0,0,0,0,0,0
4.901517,0,0,0,0,0,0
4.904786,0,0,0,0,0,0
4.908054,0,0,0,0,0,0
4.911324,0,0,0,0,0,0
4.914562,0,0,0,0,0,0
4.917750,0,0,0,0,0,0
4.920880,0,0,0,0,0,0
4.924592,0,0,0,0,0,0
4.928221,0,0,0,0,0,0
4.931813,0,0,0,0,0,0
4.935413,0,0,0,0,0,0
4.939020,0,0,0,0,0,0
4.942506,0,0,0,0,0,0
4.945920,0,0,0,0,0,0
4.949327,0,0,0,0,0,0
4.952692,0,0,0,0,0,0
4.955968,0,0,0,0,0,0
4.959246,0,0,0,0,0,0
4.962491,0,0,0,0,0,0
4.965672,0,0,0,0,0,0
4.968809,0,0,0,0,0,0
4.971960,0,0,0,0,0,0
4.975101,0,0,0,0,0,0
4.978152,0,0,0,0,0,0
4.981180,0,0,0,0,0,0
4.984219,0,0,0,0,0,0
4.987262,0,0,0,0,0,0
4.990173,0,0,0,0,0,0
4.993124,0,0,0,0,0,0
4.996076,0,0,0,0,0,0
4.999028,0,0,0,0,0,0
5.001854,0,0,0,0,0,0
5.004703,0,0,0,0,0,0
5.007561,0,0,0,0,0,0
