time(sec),GPU0_L0,GPU0_L1,GPU0_L2,GPU0_L3,GPU0_L4,GPU0_L5
1.724357,0,0,0,0,0,0
1.727316,0,0,0,0,0,0
1.730283,0,0,0,0,0,0
1.734508,0,0,0,0,0,0
1.738565,0,0,0,0,0,0
1.741505,0,0,0,0,0,0
1.744432,0,0,0,0,0,0
1.747318,0,0,0,0,0,0
1.750194,0,0,0,0,0,0
1.754113,0,0,0,0,0,0
1.757991,0,0,0,0,0,0
1.760838,0,0,0,0,0,0
1.763644,0,0,0,0,0,0
1.766426,0,0,0,0,0,0
1.769222,0,0,0,0,0,0
1.772036,0,0,0,0,0,0
1.775932,0,0,0,0,0,0
1.778655,0,0,0,0,0,0
1.781367,0,0,0,0,0,0
1.784079,0,0,0,0,0,0
1.786745,0,0,0,0,0,0
1.789415,0,0,0,0,0,0
1.792130,0,0,0,0,0,0
1.796499,0,0,0,0,0,0
1.800123,0,0,0,0,0,0
1.803566,0,0,0,0,0,0
1.806138,0,0,0,0,0,0
1.809025,0,0,0,0,0,0
1.811614,0,0,0,0,0,0
1.817199,0,0,0,0,0,0
1.821383,0,0,0,0,0,0
1.825017,0,0,0,0,0,0
1.828088,0,0,0,0,0,0
1.830592,0,0,0,0,0,0
1.833100,0,0,0,0,0,0
1.837814,0,0,0,0,0,0
1.841439,0,0,0,0,0,0
1.845047,0,0,0,0,0,0
1.848604,0,0,0,0,0,0
1.852091,0,0,0,0,0,0
1.857983,0,0,0,0,0,0
1.861447,0,0,0,0,0,0
1.864895,0,0,0,0,0,0
1.868340,0,0,0,0,0,0
1.871796,0,0,0,0,0,0
1.877510,0,0,0,0,0,0
1.880830,0,0,0,0,0,0
1.884117,0,0,0,0,0,0
1.887286,0,0,0,0,0,0
1.890462,0,0,0,0,0,0
1.896039,0,0,0,0,0,0
1.899135,0,0,0,0,0,0
1.902182,0,0,0,0,0,0
1.905240,0,0,0,0,0,0
1.908275,0,0,0,0,0,0
1.911270,0,0,0,0,0,0
1.915398,0,0,0,0,0,0
1.918341,0,0,0,0,0,0
1.921248,0,0,0,0,0,0
1.924127,0,0,0,0,0,0
1.927003,0,0,0,0,0,0
1.929872,0,0,0,0,0,0
1.932751,0,0,0,0,0,0
1.935574,0,0,0,0,0,0
1.938355,0,0,0,0,0,0
1.941154,0,0,0,0,0,0
1.943940,0,0,0,0,0,0
1.946666,0,0,0,0,0,0
1.949385,0,0,0,0,0,0
1.952153,0,0,0,0,0,0
1.954898,0,0,0,0,0,0
1.957552,0,0,0,0,0,0
1.960222,0,0,0,0,0,0
1.962884,0,0,0,0,0,0
1.965539,0,0,0,0,0,0
1.968196,0,0,0,0,0,0
1.970818,0,0,0,0,0,0
1.974402,0,0,0,0,0,0
1.977005,0,0,0,0,0,0
1.979618,0,0,0,0,0,0
1.982161,0,0,0,0,0,0
1.984716,0,0,0,0,0,0
1.987373,0,0,0,0,0,0
1.989908,0,0,0,0,0,0
1.992508,0,0,0,0,0,0
1.998604,0,0,0,0,0,0
2.002203,0,0,0,0,0,0
2.005844,0,0,0,0,0,0
2.009474,0,0,0,0,0,0
2.013126,0,0,0,0,0,0
2.017662,0,0,0,0,0,0
2.021115,0,0,0,0,0,0
2.024586,0,0,0,0,0,0
2.028046,0,0,0,0,0,0
2.031513,0,0,0,0,0,0
2.036234,0,0,0,0,0,0
2.040744,0,0,0,0,0,0
2.044060,0,0,0,0,0,0
2.047373,0,0,0,0,0,0
2.050695,0,0,0,0,0,0
2.055179,0,0,0,0,0,0
2.059500,0,0,0,0,0,0
2.062683,0,0,0,0,0,0
2.065758,0,0,0,0,0,0
2.068829,0,0,0,0,0,0
2.071920,0,0,0,0,0,0
2.075950,0,0,0,0,0,0
2.079035,0,0,0,0,0,0
2.081991,0,0,0,0,0,0
2.084981,0,0,0,0,0,0
2.087957,0,0,0,0,0,0
2.092240,0,0,0,0,0,0
2.095917,0,0,0,0,0,0
2.099244,0,0,0,0,0,0
2.102028,0,0,0,0,0,0
2.104677,0,0,0,0,0,0
2.107280,0,0,0,0,0,0
2.109724,0,0,0,0,0,0
2.112328,0,0,0,0,0,0
2.116255,0,0,0,0,0,0
2.118926,0,0,0,0,0,0
2.122537,0,0,0,0,0,0
2.126133,0,0,0,0,0,0
2.129746,0,0,0,0,0,0
2.133647,0,0,0,0,0,0
2.138306,0,0,0,0,0,0
2.141764,0,0,0,0,0,0
2.145121,0,0,0,0,0,0
2.148418,0,0,0,0,0,0
2.153251,0,0,0,0,0,0
2.158504,0,0,0,0,0,0
2.162103,0,0,0,0,0,0
2.164969,0,0,0,0,0,0
2.167593,0,0,0,0,0,0
2.170332,0,0,0,0,0,0
2.173709,0,0,0,0,0,0
2.178127,0,0,0,0,0,0
2.181803,0,0,0,0,0,0
2.185418,0,0,0,0,0,0
2.188201,0,0,0,0,0,0
2.190770,0,0,0,0,0,0
2.195289,0,0,0,0,0,0
2.197916,0,0,0,0,0,0
2.200625,0,0,0,0,0,0
2.203180,0,0,0,0,0,0
2.205732,0,0,0,0,0,0
2.208440,0,0,0,0,0,0
2.211007,0,0,0,0,0,0
2.213608,0,0,0,0,0,0
2.216193,0,0,0,0,0,0
2.218747,0,0,0,0,0,0
2.221290,0,0,0,0,0,0
2.224172,0,0,0,0,0,0
2.227933,0,0,0,0,0,0
2.231561,0,0,0,0,0,0
2.235197,0,0,0,0,0,0
2.238807,0,0,0,0,0,0
2.242237,0,0,0,0,0,0
2.245668,0,0,0,0,0,0
2.249105,0,0,0,0,0,0
2.252533,0,0,0,0,0,0
2.257609,0,0,0,0,0,0
2.261487,0,0,0,0,0,0
2.265124,0,0,0,0,0,0
2.268731,0,0,0,0,0,0
2.272306,0,0,0,0,0,0
2.278251,0,0,0,0,0,0
2.281701,0,0,0,0,0,0
2.285084,0,0,0,0,0,0
2.288380,0,0,0,0,0,0
2.291689,0,0,0,0,0,0
2.296287,0,0,0,0,0,0
2.299569,0,0,0,0,0,0
2.302748,0,0,0,0,0,0
2.305910,0,0,0,0,0,0
2.309078,0,0,0,0,0,0
2.312225,0,0,0,0,0,0
2.316536,0,0,0,0,0,0
2.319592,0,0,0,0,0,0
2.322656,0,0,0,0,0,0
2.325602,0,0,0,0,0,0
2.328563,0,0,0,0,0,0
2.331538,0,0,0,0,0,0
2.335822,0,0,0,0,0,0
2.338804,0,0,0,0,0,0
2.341661,0,0,0,0,0,0
2.344537,0,0,0,0,0,0
2.347411,0,0,0,0,0,0
2.350274,0,0,0,0,0,0
2.353129,0,0,0,0,0,0
2.357367,0,0,0,0,0,0
2.360174,0,0,0,0,0,0
2.362978,0,0,0,0,0,0
2.365766,0,0,0,0,0,0
2.368566,0,0,0,0,0,0
2.371547,0,0,0,0,0,0
2.376983,0,0,0,0,0,0
2.381465,0,0,0,0,0,0
2.385103,0,0,0,0,0,0
2.388742,0,0,0,0,0,0
2.392338,0,0,0,0,0,0
2.397254,0,0,0,0,0,0
2.400722,0,0,0,0,0,0
2.404184,0,0,0,0,0,0
2.407648,0,0,0,0,0,0
2.411116,0,0,0,0,0,0
2.416442,0,0,0,0,0,0
2.419447,0,0,0,0,0,0
2.423067,0,0,0,0,0,0
2.426683,0,0,0,0,0,0
2.430264,0,0,0,0,0,0
2.434630,0,0,0,0,0,0
2.439644,0,0,0,0,0,0
2.443099,0,0,0,0,0,0
2.446367,0,0,0,0,0,0
2.449657,0,0,0,0,0,0
2.454012,0,0,0,0,0,0
2.458405,0,0,0,0,0,0
2.461680,0,0,0,0,0,0
2.464932,0,0,0,0,0,0
2.468099,0,0,0,0,0,0
2.471270,0,0,0,0,0,0
2.475207,0,0,0,0,0,0
2.477682,0,0,0,0,0,0
2.480228,0,0,0,0,0,0
2.482785,0,0,0,0,0,0
2.485299,0,0,0,0,0,0
2.487788,0,0,0,0,0,0
2.490262,0,0,0,0,0,0
2.493722,0,0,0,0,0,0
2.496215,0,0,0,0,0,0
2.498701,0,0,0,0,0,0
2.501201,0,0,0,0,0,0
2.503754,0,0,0,0,0,0
2.506405,0,0,0,0,0,0
2.508859,0,0,0,0,0,0
2.511377,0,0,0,0,0,0
2.515257,0,0,0,0,0,0
2.520021,0,0,0,0,0,0
2.523637,0,0,0,0,0,0
2.527263,0,0,0,0,0,0
2.530194,0,0,0,0,0,0
2.534149,0,0,0,0,0,0
2.537109,0,0,0,0,0,0
2.539841,0,0,0,0,0,0
2.542421,0,0,0,0,0,0
2.544962,0,0,0,0,0,0
2.547516,0,0,0,0,0,0
2.550064,0,0,0,0,0,0
2.554839,0,0,0,0,0,0
2.557477,0,0,0,0,0,0
2.560403,0,0,0,0,0,0
2.563029,0,0,0,0,0,0
2.565654,0,0,0,0,0,0
